iatiidentifier,donor_ref,donor,org_type,x1_donor_type,a01,a02,modality,declared_activity,declared_transaction,status_code,status_name,title
XI-IATI-EC_INTPA-2023-PC-19387,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Support to the Education Development in Kyrgyzstan (2023-2025)
XI-IATI-EC_INTPA-2023-PC-20001,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,Appui au renforcement des capacit¿du Conseil d¿Etat
XI-IATI-EC_INTPA-2023-PC-20035,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,4,Closed,Renforcement des capacit¿s des partis politiques en vue des ¿lections g¿n¿rales de 2025-2026 au Niger
XI-IATI-EC_INTPA-2023-PC-20039,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,Projet d'appui ¿ l'Ecole de Formation Juidiciaire du Niger (EFJN)
XI-IATI-EC_INTPA-2023-PC-21484,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Assistance Technique d'appui la Division des R¿formes Budg¿taires et de la coordination des PTF dans le domaine de la GFP
XI-IATI-EC_INTPA-2023-PC-22049,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,Complementary Support (Technical Assistance) to the Solomon Islands Ministry of Finance and Treasury and the Ministry of National Planning and Development Coordination on EU-Solomon Islands Partnership for Resilience Building contract
XI-IATI-EC_INTPA-2023-PC-22492,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,4,Closed,Appui au renforcement du secteur de l'education et de la formation professionnelle au Niger
XI-IATI-EC_INTPA-2023-PC-23130,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Technical Assistance to support the implementation of the Informal Economy Reconversion Programme in Angola
XI-IATI-EC_INTPA-2023-PC-23134,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Expanding Social Security Benefits to Support the Formalization of the Angolan Economy
XI-IATI-EC_INTPA-2023-PC-23139,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,"Sector Reform Performance Budget Support Contract ""Support to the Formalisation of the economy including social protection and support to Public Finance Management"""
XI-IATI-EC_INTPA-2023-PC-23354,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Budget Sector Component of the Energy Sector Reform Programme
XI-IATI-EC_INTPA-2023-PC-24210,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Programme europ¿ d¿appui ¿a transition ¿rg¿que en Nouvelle-Cal¿nie
XI-IATI-EC_INTPA-2023-PC-24213,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Programme europ¿en d'appui ¿ la gestion durable de l'eau en Polyn¿sie fran¿aise
XI-IATI-EC_INTPA-2023-PC-24294,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Partnership in Education and Skills for Inclusive Green Growth (PESIG)
XI-IATI-EC_INTPA-2023-PC-24360,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,CONECTIVIDAD SOCIAL DIGITAL EN EL SALVADOR
XI-IATI-EC_INTPA-2023-PC-25042,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,Convention de contribution GIZ.- Réforme des Finances publiques pour l¿atteinte des ODD et  le Renforcement de la Mobilisation des recettes de l¿Etat (Re-FORME) 
XI-IATI-EC_INTPA-2023-PC-25043,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,Revue et Renforcement capacités PAGODES
XI-IATI-EC_INTPA-2023-PC-25058,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Budget Support - Disaster Risk Reduction - Saint-Barthélemy - DOAG
XI-IATI-EC_INTPA-2023-PC-25140,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Review of the Education Sector Reform Performance Contract  in the Kyrgyz Republic (2023-2026)
XI-IATI-EC_INTPA-2023-PC-25147,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,4,Closed,"Décaissements des tranches fixes et variables du Programme d¿appui à la gouvernance démocratique, économique et sociale au Bénin (PAGODES) 2023-2025 ¿ Appui budgétaire."
XI-IATI-EC_INTPA-2023-PC-25426,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,Projet d¿Appui Intégré à la relance Agro pastorale et au développement des Chaines de Valeur porteuses en République centrafricaine (PAIA-CV-CAF)
XI-IATI-EC_INTPA-2023-PC-25538,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,"Budget support to MMAyA Climate change adaptation through watershed, forest and disaster risk management and governance"
XI-IATI-EC_INTPA-2023-PC-25625,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Guyana Mangroves Budget Support
XI-IATI-EC_INTPA-2023-PC-25655,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Tuvalu Coconut Sector Rehabilitation Programme Budget Support Technical Contract
XI-IATI-EC_INTPA-2023-PC-25701,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Quality Education for All
XI-IATI-EC_INTPA-2023-PC-25713,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,TECSES - Technical Support Cooperation to School Education Sector in Nepal in 2022-2027
XI-IATI-EC_INTPA-2023-PC-25850,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,Contrat de vérsement  des tranches AB Jeunesse
XI-IATI-EC_INTPA-2023-PC-26026,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,Assistance technique en appui ¿a transition politique et ¿a consolidation de l¿¿at au Tchad
XI-IATI-EC_INTPA-2023-PC-26198,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,Strengthening Public Financial Management in Togo
XI-IATI-EC_INTPA-2023-PC-26203,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,4,Closed,Contrat d¿appui à la Consolidation de l¿Etat et à la Résilience du Togo (CCERT) - Premiier CL1
XI-IATI-EC_INTPA-2023-PC-26293,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Apoyo Presupuestario:'' Transicion hacia una Economia mas verde e Inclusiva''- ProTEVI
XI-IATI-EC_INTPA-2023-PC-26364,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Programme de coopération Union Européenne ¿ Saint-Pierre et Miquelon pour la période 2021-2027
XI-IATI-EC_INTPA-2023-PC-26380,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Technical commitment level 2/ Internal contract for budget disbursements - Budget Support for the development of the Uzbekistan¿s agri-food sector and resilient rural livelihoods
XI-IATI-EC_INTPA-2023-PC-26411,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Budget Support - Finance for Growth
XI-IATI-EC_INTPA-2023-PC-26483,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,Appui aux réformes des finances publiques mis en oeuvre par le FMI
XI-IATI-EC_INTPA-2023-PC-26579,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Transformative Governance for Blue Economy
XI-IATI-EC_INTPA-2023-PC-26617,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,"Contribution Agreement - The right to learn: Strengthening sustainable service delivery systems to improve quality, equity and inclusivity of Integrated Early Childhood Development (IECD) and Pre-Primary Education (PPE) in Namibia"
XI-IATI-EC_INTPA-2023-PC-26647,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,Projet d'extension de la protection sociale à l'économie informelle agricole
XI-IATI-EC_INTPA-2023-PC-26837,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Technical/ Vocational Education and Training (TVET) and employment sector Budget Support programme
XI-IATI-EC_INTPA-2023-PC-26888,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Decommitment as epr FA rider
XI-IATI-EC_INTPA-2023-PC-27334,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Visibility and Communications Budget Support for Employment reforms in Mongolia'
XI-IATI-EC_INTPA-2023-PC-27358,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Evaluation finale du programme d'appui à la politique sectorielle santé II ( PAPSII)
XI-IATI-EC_INTPA-2023-PC-27513,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,4,Closed,Identification des axes du programme de lutte contre la corruption
XI-IATI-EC_INTPA-2023-PC-27590,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,EU - Technical Assistance for Agri-Food Systems (EU-TAAS) in Bhutan
XI-IATI-EC_INTPA-2023-PC-27689,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,"Budget Support component of the ''Good Governance and Digitalisation in Bhutan''    
'Strengthening inclusive local governance and decentralisation in Bhutan' programme"
XI-IATI-EC_INTPA-2023-PC-27690,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Supporting inclusive access to digitalisation in education and skills in Bhutan
XI-IATI-EC_INTPA-2023-PC-27905,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Appui au secteur de l¿eau et assainissement à Sao Tomé-et-Principe
XI-IATI-EC_INTPA-2023-PC-28421,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,4,Closed,State and Resilience Building Contract (SRBC 4) for The Gambia - Budget Support Component
XI-IATI-EC_INTPA-2023-PC-29022,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,4,Closed,"AT - Appui compl¿mentaire au secteur S¿curit¿ Alimentaire, Nutritionnelle et D¿veloppement Agricole Durable - SANAD au Niger"
XI-IATI-EC_INTPA-2023-PC-29463,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,4,Closed,APPUI A LA STRUCTURATION DU PSE PRIORITE JEUNESSE
XI-IATI-EC_INTPA-2023-PC-30243,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Public Awareness Raising on Renewable Energy and Energy Efficiency in Vietnam
XI-IATI-EC_INTPA-2023-PC-30334,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Technical assistance in support to sector policy implementation in the areas of agriculture and climate adaptation in the framework of a sector reform contract  Reference number: NDICI AFRICA/2023/444-283
XI-IATI-EC_INTPA-2023-PC-30645,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,4,Closed,"Appui technique à la mise en place de standards ¿Youth Friendly¿ et des procédures de certification des institutions, organisations et initiatives pour les jeunes"
XI-IATI-EC_INTPA-2023-PC-30817,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,4,Closed,Missioin d'appui à la Délégation de l'Union européenne au Togo pour le décaissement de l'appui budgétaire 2023 et 2024
XI-IATI-EC_INTPA-2023-PC-31561,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,Contrat d¿appui à la Consolidation de l¿Etat et à la Résilience du Togo (CCERT) - Deuxième CL1
XI-IATI-EC_INTPA-2023-PC-31976,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,EU-Kiribati Partnership for Resilience Building (KIRP) - Budget support component
XI-IATI-EC_INTPA-2023-PC-32142,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Tubakuze - Scaling-up Early Childhood Development in Rwanda
XI-IATI-EC_INTPA-2023-PC-32172,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,DE 45124: Somalia State and Resilience Building Contract (SRBC) - Phase 2
XI-IATI-EC_INTPA-2023-PC-32262,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,"La fourniture, la livraison, l'installation, et la mise en service de mat¿riels informatiques en vue du renforcement de la digitalisation de la Chambre des Comptes de la Cour Supr¿me - LOT 2"
XI-IATI-EC_INTPA-2023-PC-32264,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Strengthening capacity for the implementation of the Nepal School Education Sector Plan
XI-IATI-EC_INTPA-2023-PC-34444,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,Appui à la mise en oeuvre de la stratégie nationale de protection sociale du Sénégal
XI-IATI-EC_INTPA-2023-PC-36658,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,FIJI ¿ Time to Act! Implementing the Climate Change Act
XI-IATI-EC_INTPA-2023-PC-41431,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,4,Closed,2024 et 2025 D¿caissement des tranches fixes et variables PAGODES.- Aide budg¿taire
XI-IATI-EC_INTPA-2024-ACT-62007,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Programme d'appui au développement local au Cameroun (PADL)
XI-IATI-EC_INTPA-2024-ACT-62209,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,"Support to the Multi-Sector Nutrition Plan, Phase 3 (2023-2030)"
XI-IATI-EC_INTPA-2024-ACT-62358,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,Malawi State and Resilience Building Programme
XI-IATI-EC_INTPA-2024-ACT-62693,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,Pour un partenariat global renforcé avec la Mauritanie 
XI-IATI-EC_INTPA-2024-PC-25155,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,Généralisation Budget Sensible au Genre au Benin
XI-IATI-EC_INTPA-2024-PC-25272,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,Evaluation of the recent and current engagement of the EU in supporting Public Financial Management reforms in Cambodia
XI-IATI-EC_INTPA-2024-PC-25551,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,"Asistencia Técnica APS ''Climate change adaptation through watershed, forest and disaster risk management and governance''"
XI-IATI-EC_INTPA-2024-PC-25656,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,4,Closed,Tuvalu Coconut Rehabilitation - Technical Assistance contract
XI-IATI-EC_INTPA-2024-PC-26389,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,4,Closed,Assistance téchnique Plan d'Action 2026-2029 Saint-Pierre et Miquelon
XI-IATI-EC_INTPA-2024-PC-26908,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,"Décaissement des tranches fixes et variables 2024, 2025 et 2026 - Programme d'appui budgétaire sectoriel « Appui à la transition énergétique au Benin (2024-2027) »"
XI-IATI-EC_INTPA-2024-PC-27305,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,GL - Green Growth - BUDGET SUPPORT
XI-IATI-EC_INTPA-2024-PC-27308,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Contrato para pagos apoyo prespuestario AP Bosques
XI-IATI-EC_INTPA-2024-PC-27309,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,"Asistencia Tecnica al programa Bosques: Biodiversidad, Clima y Paz en Colombia"
XI-IATI-EC_INTPA-2024-PC-27708,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,"Technical Assistance for Strengthening local governance, decentralisation and gender mainstreaming in Bhutan"
XI-IATI-EC_INTPA-2024-PC-27747,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Grant with National Childhood Development Agency
XI-IATI-EC_INTPA-2024-PC-32327,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,TONGA ¿ Technical assistance to the energy sector  
XI-IATI-EC_INTPA-2024-PC-35983,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,MSNP 3 budget support
XI-IATI-EC_INTPA-2024-PC-36107,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,Support to TIC/ZIPA
XI-IATI-EC_INTPA-2024-PC-36292,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Contrat d'appui complémentaire au PADL
XI-IATI-EC_INTPA-2024-PC-36429,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,Nature Nourishes Budget Support Disbursement
XI-IATI-EC_INTPA-2024-PC-36587,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,Support for web-based tracking of the implementation of The Gambia's Recovery Focused National Development Plan
XI-IATI-EC_INTPA-2024-PC-36591,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,"Enhancing Rehabilitation and Empowering Amputee Communities: Strengthening Support Systems for Comprehensive Care, Socio-Economic Reintegration, and Advocacy for Individuals Living with Limb Loss."
XI-IATI-EC_INTPA-2024-PC-37034,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,Contrat d¿appui à la Consolidation de l¿Etat et à la Résilience du Togo (CCERT) - Troisième CL1
XI-IATI-EC_INTPA-2024-PC-37206,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,EU-Greenland Education Partnership 2024-25 - Budget support
XI-IATI-EC_INTPA-2024-PC-37344,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,Malawi State and Resilience Building Programme
XI-IATI-EC_INTPA-2024-PC-37405,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,Contrat objectifs de développement durable- Croissance Inclusive et Durable en Côte d¿Ivoire (Contrat ODD-CID-CI)
XI-IATI-EC_INTPA-2024-PC-37656,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,The Digital Transitioning Programme for Jamaica (Digital Jamaica)
XI-IATI-EC_INTPA-2024-PC-37833,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,Zambia Budget Support - Finance for Social Reforms
XI-IATI-EC_INTPA-2024-PC-40050,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Transforming Technical Education EU-Cambodia Partnership 2024-2027
XI-IATI-EC_INTPA-2024-PC-41558,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,Justice Sector Reform Support
XI-IATI-EC_INTPA-2024-PC-44588,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,The Grid Enhancement for Sustainable Energy Transition Project in Tonga
XI-IATI-EC_INTPA-2024-PC-44598,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,Modification FDI
XI-IATI-EC_INTPA-2024-PC-45725,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,CTR paiement provision compte tiers Avocats UE affaire UE / AGRER - jugement du 16 septembre 2024
XI-IATI-EC_INTPA-2024-PC-46872,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,4,Closed,Expenditure verification for contract EIDHR/2020/416-077- DEFY HATE NOW
XI-IATI-EC_INTPA-2024-PC-47768,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,"Composante d'appui budgétaire - Programme ''Pour un partenariat global renforcé avec la Mauritanie"""
XI-IATI-EC_INTPA-2024-PC-53145,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,TECHNICAL COMMITMENT LEVEL 2 - NDICI 2022/ACT61633 SOCIO-ECONOMIC INTEGRATION OF MIGRANTS IN COLOMBIA
XI-IATI-EC_INTPA-2025-PC-26320,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Social Protection for Workers in Bangladesh
XI-IATI-EC_INTPA-2025-PC-36183,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,4,Closed,Contract for 1st payment --Financial governance for natural resources --Budget support SRBC
XI-IATI-EC_INTPA-2025-PC-36398,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Appui compl¿mentaire du Programme d'Appui au D¿veloppement Local au Cameroun - PADL
XI-IATI-EC_INTPA-2025-PC-36473,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,Nature Nourishes SRBC to Sierra Leone Complementary Action
XI-IATI-EC_INTPA-2025-PC-36663,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,"Complementary Support (Technical Assistance) to the Fiji Climate Change Division for ""Time to Act! Implementing the Climate Change Act"" programme"
XI-IATI-EC_INTPA-2025-PC-36947,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Technical assistance to social protection budget support
XI-IATI-EC_INTPA-2025-PC-37761,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Gestion intégrée des déchets solides et étude de préfaisabilité pour un CET à Sao Tomé et Principe
XI-IATI-EC_INTPA-2025-PC-42917,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Programme europ&#233;en d'appui au d&#233;veloppement durable et raisonn&#233; du secteur du tourisme de Wallis et Futuna
XI-IATI-EC_INTPA-2025-PC-49248,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Vanuatu Sustainable and Inclusive Rural Development Programme (VaVaC II) - Budget Support Technical Contract
XI-IATI-EC_INTPA-2025-PC-49555,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,Technical Assistance to the Directorate of Agencies and State Owned Enterprises
XI-IATI-EC_INTPA-2025-PC-50869,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,4,Closed,Study of options to strengthen the Integrated Financial Management and Information System (IFMIS)
XI-IATI-EC_INTPA-2025-PC-52115,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,Finance for Social Reforms in Zambia - Support Measures
XI-IATI-EC_INTPA-2025-PC-52952,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,Budget Support Component for ''Partnership for Public Financial Management (PFM) and Digital Transition in Timor-Leste (PADIT-TL).
XI-IATI-EC_INTPA-2025-PC-53379,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,Multilateral,1,0,A01_general,1,0,2,Implementation,"Technical Assistance to the Ministry of Finance and Economic Development, Kiribati Tax Division and Kiribati Auditor Office"
