iatiidentifier,donor_ref,donor,x1_donor_type,modality,status_code,status_name,recipient_main,commitment_usd,disbursement_usd,n_disb_years,first_disb_year,last_disb_year,y1_gap,planned_end,actual_end,y2_early_days,budget_orig,budget_ccy,n_budget_lines,cp_eligible,planned_start,actual_start
44000-P169830,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,NE,350000000.0,351083607.0,1,2019,2019,-0.00309602,2020-12-31,2020-12-31,0,-679756989.08,USD,22,0,2019-10-31,2019-12-12
44000-P169867,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,TG,150000000.0,150596825.0,1,2019,2019,-0.003978833333333333,2020-12-31,2020-12-31,0,-293354018.8,USD,22,0,2019-12-16,2019-12-16
44000-P169907,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,IN,250000000.0,248435968.0,1,2019,2019,0.006256128,2021-06-30,2021-06-30,0,-347662484.4,USD,54,0,2019-03-28,2019-06-27
44000-P169913,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,GE,98500000.0,101091505.0,1,2020,2020,-0.02630969543147208,2021-03-31,2021-03-31,0,-283902853.4,USD,4,0,2020-03-17,2020-03-26
44000-P169956,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,VC,90000000.0,90000000.0,2,2020,2021,0.0,2023-06-30,2023-06-30,0,-266187221.36,USD,36,0,2019-12-10,2020-06-25
44000-P169983,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,AO,500000000.0,500000000.0,1,2022,2022,0.0,2023-06-30,2023-06-30,0,-736628261.48,USD,4,0,2022-02-01,2022-03-25
44000-P170052,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,PH,400000000.0,400000000.0,1,2020,2020,0.0,2021-03-31,2021-03-31,0,-593790951.74,USD,36,0,2019-11-15,2019-12-17
44000-P170113,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,XK,56400000.0,53828280.0,1,2022,2022,0.04559787234042553,2023-09-30,2023-09-30,0,-103636108.88,USD,4,0,2019-10-23,2022-03-18
44000-P170223,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,JM,70000000.0,70000000.0,1,2020,2020,0.0,2021-03-31,2021-03-31,0,-104285566.3,USD,4,0,2019-06-25,2020-03-19
44000-P170248,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,NP,100000000.0,101213373.0,1,2020,2020,-0.01213373,2021-06-30,2021-06-30,0,-193877268.2,USD,4,0,2019-12-30,2020-06-02
44000-P170366,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,SN,279824645.0,282379822.0,2,2019,2020,-0.009131350814364475,2021-06-17,2021-06-17,0,-737523710.54,USD,42,0,2020-01-31,2019-12-18
44000-P170477,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,PE,50000000.0,50000000.0,1,2021,2021,0.0,2021-06-30,2021-06-30,0,-55282660.58,USD,36,0,2019-06-27,2020-03-24
44000-P170558,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,TV,13495702.0,13896691.0,1,2020,2020,-0.02971234842026002,2022-12-23,2022-12-23,0,-27784787.9,USD,48,0,2019-12-05,2019-12-13
44000-P170568,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,PK,499999998.0,506185262.0,1,2020,2020,-0.012370528049482112,2021-05-31,2021-05-31,0,-867900647.78,USD,4,0,2020-05-21,2020-05-21
44000-P170728,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,CO,400000000.0,400000000.0,1,2020,2020,0.0,2021-12-31,2021-12-31,0,-665196666.24,USD,44,0,2019-12-27,2020-02-27
44000-P170914,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,PH,600000000.0,600000000.0,1,2021,2021,0.0,2022-03-31,2022-03-31,0,-830399536.94,USD,24,0,2020-12-15,2020-12-16
44000-P170934,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,BF,147950000.0,150469970.0,1,2020,2020,-0.017032578573842515,2021-06-30,2021-06-30,0,-294305005.88,USD,4,0,2020-03-31,2020-06-05
44000-P170940,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,ID,600000000.0,601870192.0,1,2020,2020,-0.0031169866666666667,2021-04-30,2021-04-30,0,-1534175948.56,USD,32,0,2020-03-31,2020-03-20
44000-P171006,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,VN,84400000.0,86008980.0,1,2021,2021,-0.019063744075829385,2021-11-30,2021-11-30,0,-146072370.02,USD,4,0,2019-12-18,2020-06-05
44000-P171071,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,TO,5500000.0,5647340.0,1,2020,2020,-0.026789090909090908,2021-12-31,2021-12-31,0,-11294680.0,USD,38,0,2020-03-31,2020-05-12
44000-P171080,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,CV,25000000.0,25758531.0,1,2020,2020,-0.03034124,2021-07-07,2021-07-07,0,-49428592.96,USD,4,0,2020-03-19,2020-08-07
44000-P171190,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,EC,500000000.0,500000000.0,1,2020,2020,0.0,2020-12-31,2020-12-31,0,-836591666.66,USD,4,0,2020-05-19,2020-05-07
44000-P171216,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,VN,0.0,0.0,0,,,,2023-03-30,2023-03-30,0,200000000.0,USD,4,0,2021-06-29,2021-06-29
44000-P171238,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,MR,30000000.0,29432208.0,1,2021,2021,0.0189264,2022-07-31,2022-07-31,0,-55818156.0,USD,162,0,2020-07-31,2021-07-22
44000-P171311,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,EG,360000000.0,360000000.0,1,2022,2022,0.0,2023-03-31,2023-03-31,0,-556735919.56,USD,4,0,2019-12-05,2021-10-26
44000-P171440,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,PH,500000000.0,500000000.0,1,2020,2020,0.0,2022-06-30,2022-06-30,0,-741719412.52,USD,4,0,2020-05-15,2020-04-09
44000-P171465,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,GD,20000000.0,20000000.0,1,2024,2024,0.0,2026-02-16,2026-02-16,0,814133.3400000036,USD,140,0,2019-10-03,2020-01-21
44000-P171474,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,HT,-860042.0,0,0,,,,2022-06-30,2022-06-30,0,0.0,USD,2,0,2019-09-26,2020-06-29
44000-P171554,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,RW,150000000.0,152247806.0,1,2021,2021,-0.014985373333333333,2023-06-30,2023-06-30,0,-298980588.46,USD,24,0,2020-12-16,2020-12-16
44000-P171570,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,SO,458701095.0,459407425.0,1,2020,2020,-0.0015398480790633387,2021-07-15,2021-07-15,0,-996217041.52,USD,38,0,2020-02-28,2020-02-27
44000-P171585,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,MR,30000000.0,30070881.0,1,2023,2023,-0.0023627,2023-06-30,2023-06-30,0,-60141762.0,USD,4,0,2022-07-01,2022-07-28
44000-P171587,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,MA,500000000.0,544564935.0,1,2020,2020,-0.08912987,2021-12-31,2021-12-31,0,-990865140.68,USD,36,0,2020-05-27,2020-06-22
44000-P171751,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,UZ,500000000.0,500000000.0,1,2020,2020,0.0,2022-06-30,2022-06-30,0,-736454344.08,USD,4,0,2020-08-06,2020-12-16
44000-P171764,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,WS,25000000.0,25090785.0,2,2020,2022,-0.0036314,2023-11-30,2023-11-30,0,-50181570.0,USD,4,0,2020-12-03,2020-12-03
44000-P171780,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,BT,40000000.0,39820916.0,1,2020,2020,0.0044771,2021-06-30,2021-06-30,0,-76249111.26,USD,4,0,2020-03-31,2020-04-23
44000-P171850,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,PK,500000000.0,506105978.0,1,2020,2020,-0.012211956,2021-05-31,2021-05-31,0,-819039581.52,USD,4,0,2019-12-03,2020-06-29
44000-P171851,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,MK,139250000.0,139020031.0,1,2019,2019,0.0016514829443447037,2020-05-31,2020-05-31,0,13757358.319999993,USD,146,0,2019-09-19,2019-09-19
44000-P171912,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,CR,300000000.0,300000000.0,1,2021,2021,0.0,2021-06-30,2021-06-30,0,-405295876.64,USD,30,0,2020-03-26,2020-06-26
44000-P172023,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,TG,100000000.0,94557054.0,2,2022,2023,0.05442946,2023-03-31,2023-03-31,0,-186077966.9,USD,4,0,2020-11-24,2022-03-30
44000-P172211,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,AF,160000000.0,159847056.0,1,2020,2020,0.0009559,2021-06-30,2021-06-30,0,-152070112.0,USD,146,0,2020-06-18,2020-05-07
44000-P172321,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,KE,1000000000.0,1000000000.0,1,2020,2020,0.0,2021-06-30,2021-06-30,0,-1572350566.52,USD,32,0,2020-05-22,2020-05-19
44000-P172439,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,ID,800000000.0,800000000.0,1,2021,2021,0.0,2021-12-31,2021-12-31,0,-1263966882.1,USD,4,0,2021-06-15,2021-06-15
44000-P172454,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,SB,30000000.0,29265511.0,2,2021,2022,0.024482966666666668,2023-03-31,2023-03-31,0,-88335512.86,USD,4,0,2021-07-06,2021-11-30
44000-P172455,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,BR,200000000.0,200000000.0,1,2021,2021,0.0,2022-12-30,2022-12-30,0,-218259320.0,USD,4,0,2020-03-24,2020-12-11
44000-P172567,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,HN,119000000.0,119000000.0,1,2020,2020,0.0,2023-06-30,2023-06-30,0,-189041829.16,USD,40,0,2020-03-31,2020-04-10
