iatiidentifier,date_type,isodate
XI-IATI-EC_INTPA-2023-PC-25713,actual_start,2023-12-15
XI-IATI-EC_INTPA-2023-PC-25713,planned_end,2028-09-14
XI-IATI-EC_INTPA-2023-PC-26888,planned_start,2023-10-11
XI-IATI-EC_INTPA-2023-PC-26888,actual_start,2023-10-15
XI-IATI-EC_INTPA-2023-PC-26888,planned_end,2026-01-14
XI-IATI-EC_INTPA-2023-PC-26888,actual_end,2026-01-14
XI-IATI-EC_INTPA-2016-ACT-D-38030-00,planned_start,2017-08-09
XI-IATI-EC_INTPA-2016-ACT-D-38030-00,actual_start,2017-08-09
XI-IATI-EC_INTPA-2016-ACT-D-38030-00,planned_end,2025-08-09
XI-IATI-EC_INTPA-2021-ACT-61472,planned_start,2021-12-14
XI-IATI-EC_INTPA-2021-ACT-61472,actual_start,2021-12-14
XI-IATI-EC_INTPA-2021-ACT-61472,planned_end,2030-12-31
XI-IATI-EC_INTPA-2021-ACT-61086,planned_start,2021-12-16
XI-IATI-EC_INTPA-2021-ACT-61086,actual_start,2021-12-16
XI-IATI-EC_INTPA-2021-ACT-61086,planned_end,2027-05-31
XI-IATI-EC_INTPA-2023-PC-20039,planned_start,2023-05-15
XI-IATI-EC_INTPA-2023-PC-20039,actual_start,2023-05-16
XI-IATI-EC_INTPA-2023-PC-20039,planned_end,2028-05-15
XI-IATI-EC_INTPA-2023-PC-22492,planned_end,2027-06-01
XI-IATI-EC_INTPA-2023-PC-22492,planned_start,2023-01-02
XI-IATI-EC_INTPA-2023-PC-22492,actual_start,2023-01-02
XI-IATI-EC_INTPA-2024-PC-35983,planned_end,2028-10-04
XI-IATI-EC_INTPA-2024-PC-35983,planned_start,2024-10-24
XI-IATI-EC_INTPA-2024-PC-35983,actual_start,2024-10-24
XI-IATI-EC_INTPA-2024-ACT-62209,planned_start,2024-02-01
XI-IATI-EC_INTPA-2018-ACT-D-40839-01,planned_start,2019-06-11
XI-IATI-EC_INTPA-2018-ACT-D-40839-01,actual_start,2019-06-11
XI-IATI-EC_INTPA-2018-ACT-D-40839-01,planned_end,2026-06-11
XI-IATI-EC_INTPA-2022-PC-22100,planned_start,2022-12-12
XI-IATI-EC_INTPA-2022-PC-22100,actual_start,2023-01-01
XI-IATI-EC_INTPA-2022-PC-22100,planned_end,2025-01-01
XI-IATI-EC_INTPA-2022-PC-22100,actual_end,2025-01-01
XI-IATI-EC_INTPA-2023-PC-19168,planned_end,2025-09-22
XI-IATI-EC_INTPA-2023-PC-19168,planned_start,2023-04-14
XI-IATI-EC_INTPA-2023-PC-19168,actual_start,2022-09-23
XI-IATI-EC_INTPA-2023-PC-19168,actual_end,2025-09-22
XI-IATI-EC_INTPA-2023-PC-29022,planned_start,2023-05-04
XI-IATI-EC_INTPA-2023-PC-29022,actual_start,2023-05-04
XI-IATI-EC_INTPA-2023-PC-29022,planned_end,2026-05-03
XI-IATI-EC_INTPA-2023-PC-29022,actual_end,2026-05-03
XI-IATI-EC_INTPA-2024-ACT-62209,actual_start,2024-02-01
XI-IATI-EC_INTPA-2024-ACT-62209,planned_end,2030-10-04
XI-IATI-EC_INTPA-2022-ACT-D-44448-00,planned_start,2022-11-23
XI-IATI-EC_INTPA-2022-ACT-D-44448-00,actual_start,2022-11-23
XI-IATI-EC_INTPA-2022-ACT-D-44448-00,planned_end,2032-05-24
XI-IATI-EC_INTPA-2023-PC-32264,planned_start,2023-09-07
XI-IATI-EC_INTPA-2023-PC-32264,actual_start,2023-09-07
XI-IATI-EC_INTPA-2023-PC-32264,planned_end,2028-09-07
XI-IATI-EC_INTPA-2023-PC-25701,planned_start,2023-08-30
XI-IATI-EC_INTPA-2023-PC-25701,actual_start,2023-08-30
XI-IATI-EC_INTPA-2023-PC-25701,planned_end,2028-11-30
XI-IATI-EC_INTPA-2016-ACT-D-38233-00,planned_start,2016-11-28
XI-IATI-EC_INTPA-2016-ACT-D-38233-00,actual_start,2016-11-28
XI-IATI-EC_INTPA-2016-ACT-D-38233-00,planned_end,2024-05-28
XI-IATI-EC_INTPA-2016-ACT-D-38320-00,planned_start,2016-11-28
XI-IATI-EC_INTPA-2016-ACT-D-38320-00,actual_start,2016-11-28
XI-IATI-EC_INTPA-2016-ACT-D-38320-00,planned_end,2027-11-28
XI-IATI-EC_INTPA-2022-PC-16758,planned_start,2022-05-31
XI-IATI-EC_INTPA-2022-PC-16758,actual_start,2022-05-31
XI-IATI-EC_INTPA-2022-PC-16758,planned_end,2027-05-30
XI-IATI-EC_INTPA-2022-PC-16925,planned_start,2022-11-21
XI-IATI-EC_INTPA-2022-PC-16925,actual_start,2023-01-01
XI-IATI-EC_INTPA-2022-PC-16925,planned_end,2025-01-01
XI-IATI-EC_INTPA-2022-PC-16925,actual_end,2025-01-01
XI-IATI-EC_INTPA-2023-PC-20035,planned_start,2023-06-21
XI-IATI-EC_INTPA-2023-PC-20035,actual_start,2023-06-22
XI-IATI-EC_INTPA-2023-PC-20035,planned_end,2026-06-21
XI-IATI-EC_INTPA-2023-PC-20035,actual_end,2026-06-21
XI-IATI-EC_INTPA-2023-PC-16929,planned_start,2023-04-13
XI-IATI-EC_INTPA-2023-PC-16929,actual_start,2023-04-25
XI-IATI-EC_INTPA-2023-PC-16929,planned_end,2028-04-24
XI-IATI-EC_INTPA-2020-PCC-414217,planned_start,2020-07-09
XI-IATI-EC_INTPA-2020-PCC-414217,actual_start,2020-07-09
XI-IATI-EC_INTPA-2020-PCC-414217,planned_end,2025-12-31
XI-IATI-EC_INTPA-2020-PCC-414217,actual_end,2025-12-31
XI-IATI-EC_INTPA-2024-PC-45725,planned_start,2024-12-10
XI-IATI-EC_INTPA-2024-PC-45725,actual_start,2024-12-11
XI-IATI-EC_INTPA-2024-PC-45725,planned_end,2025-09-11
XI-IATI-EC_INTPA-2024-PC-45725,actual_end,2025-09-11
XI-IATI-EC_INTPA-2015-ACT-D-37956-00,planned_start,2016-04-08
XI-IATI-EC_INTPA-2015-ACT-D-37956-00,actual_start,2016-04-08
XI-IATI-EC_INTPA-2015-ACT-D-37956-00,planned_end,2023-12-08
XI-IATI-EC_INTPA-2026-PC-77174,planned_start,2026-03-05
XI-IATI-EC_INTPA-2026-PC-77174,actual_start,2026-03-09
XI-IATI-EC_INTPA-2026-PC-77174,planned_end,2027-12-29
XI-IATI-EC_INTPA-2023-PC-20001,planned_start,2023-07-20
XI-IATI-EC_INTPA-2023-PC-20001,actual_start,2023-07-21
XI-IATI-EC_INTPA-2023-PC-20001,planned_end,2025-07-20
XI-IATI-EC_INTPA-2023-PC-20001,actual_end,2025-07-20
XI-IATI-EC_INTPA-2020-ACT-D-42950-01,planned_start,2021-12-29
XI-IATI-EC_INTPA-2020-ACT-D-42950-01,actual_start,2021-12-29
XI-IATI-EC_INTPA-2020-ACT-D-42950-01,planned_end,2026-12-28
XI-IATI-EC_INTPA-2024-ACT-62358,planned_start,2024-07-15
XI-IATI-EC_INTPA-2024-ACT-62358,actual_start,2024-07-15
XI-IATI-EC_INTPA-2024-ACT-62358,planned_end,2029-10-16
XI-IATI-EC_INTPA-2022-PCC-435740,planned_start,2022-10-04
XI-IATI-EC_INTPA-2022-PCC-435740,actual_start,2022-10-04
XI-IATI-EC_INTPA-2022-PCC-435740,planned_end,2025-12-29
XI-IATI-EC_INTPA-2022-PCC-435740,actual_end,2025-12-29
XI-IATI-EC_INTPA-2021-ACT-63421,planned_start,2100-01-01
XI-IATI-EC_INTPA-2024-PC-37344,planned_start,2024-10-16
XI-IATI-EC_INTPA-2024-PC-37344,actual_start,2024-10-16
XI-IATI-EC_INTPA-2024-PC-37344,planned_end,2027-10-15
XI-IATI-EC_INTPA-2020-ACT-D-42916-00,planned_start,2020-12-08
XI-IATI-EC_INTPA-2020-ACT-D-42916-00,actual_start,2020-12-08
XI-IATI-EC_INTPA-2020-ACT-D-42916-00,planned_end,2025-06-08
XI-IATI-EC_INTPA-2023-PC-26364,planned_start,2023-02-06
XI-IATI-EC_INTPA-2023-PC-26364,actual_start,2023-02-06
XI-IATI-EC_INTPA-2023-PC-26364,planned_end,2027-02-06
XI-IATI-EC_INTPA-2024-PC-26389,planned_start,2024-12-20
XI-IATI-EC_INTPA-2024-PC-26389,actual_start,2025-01-02
XI-IATI-EC_INTPA-2024-PC-26389,planned_end,2025-11-29
XI-IATI-EC_INTPA-2024-PC-26389,actual_end,2025-11-29
XI-IATI-EC_INTPA-2022-ACT-61423,planned_start,2022-12-13
XI-IATI-EC_INTPA-2021-ACT-61104,planned_start,2021-12-16
XI-IATI-EC_INTPA-2021-ACT-61104,actual_start,2021-12-16
XI-IATI-EC_INTPA-2021-ACT-61104,planned_end,2029-06-21
XI-IATI-EC_INTPA-2022-PC-18559,planned_start,2022-06-21
XI-IATI-EC_INTPA-2022-PC-18559,actual_start,2022-06-21
XI-IATI-EC_INTPA-2022-PC-18559,planned_end,2027-06-20
XI-IATI-EC_INTPA-2022-ACT-61423,actual_start,2022-12-13
XI-IATI-EC_INTPA-2022-ACT-61423,planned_end,2029-02-06
XI-IATI-EC_INTPA-2021-ACT-63091,planned_start,2026-01-21
XI-IATI-EC_INTPA-2021-ACT-63091,planned_end,2032-01-21
XI-IATI-EC_INTPA-2023-PC-22049,planned_start,2023-03-08
XI-IATI-EC_INTPA-2023-PC-22049,actual_start,2023-04-17
XI-IATI-EC_INTPA-2023-PC-22049,planned_end,2026-04-16
XI-IATI-EC_INTPA-2023-PC-22049,actual_end,2026-04-16
XI-IATI-EC_INTPA-2018-ACT-D-38945-00,planned_start,2018-06-20
XI-IATI-EC_INTPA-2018-ACT-D-38945-00,actual_start,2018-06-20
XI-IATI-EC_INTPA-2018-ACT-D-38945-00,planned_end,2025-03-20
XI-IATI-EC_INTPA-2022-PCC-429800,actual_end,2026-03-29
XI-IATI-EC_INTPA-2022-PCC-429800,planned_start,2022-04-05
XI-IATI-EC_INTPA-2022-PCC-429800,actual_start,2022-04-29
XI-IATI-EC_INTPA-2022-PCC-429800,planned_end,2026-03-29
XI-IATI-EC_INTPA-2021-PCC-424359,planned_start,2021-07-26
XI-IATI-EC_INTPA-2021-PCC-424359,actual_start,2021-08-06
XI-IATI-EC_INTPA-2021-PCC-424359,planned_end,2026-12-15
XI-IATI-EC_INTPA-2021-ACT-62771,planned_start,2025-09-11
XI-IATI-EC_INTPA-2021-ACT-62771,planned_end,2034-09-11
XI-IATI-EC_INTPA-2025-PC-72780,planned_start,2025-09-11
XI-IATI-EC_INTPA-2025-PC-72780,actual_start,2026-02-28
XI-IATI-EC_INTPA-2025-PC-72780,planned_end,2032-09-11
XI-IATI-EC_INTPA-2026-PC-64428,planned_start,2026-06-04
XI-IATI-EC_INTPA-2026-PC-64428,actual_start,2026-07-01
XI-IATI-EC_INTPA-2026-PC-64428,planned_end,2028-12-31
XI-IATI-EC_INTPA-2017-ACT-D-39288-00,planned_start,2018-12-26
XI-IATI-EC_INTPA-2017-ACT-D-39288-00,actual_start,2018-12-26
XI-IATI-EC_INTPA-2017-ACT-D-39288-00,planned_end,2028-09-26
XI-IATI-EC_INTPA-2026-PC-75396,actual_start,2026-04-30
XI-IATI-EC_INTPA-2026-PC-75396,planned_start,2026-04-30
XI-IATI-EC_INTPA-2026-PC-75396,planned_end,2028-01-30
XI-IATI-EC_INTPA-2020-ACT-D-40138-00,planned_start,2020-11-20
XI-IATI-EC_INTPA-2020-ACT-D-40138-00,actual_start,2020-11-20
XI-IATI-EC_INTPA-2020-ACT-D-40138-00,planned_end,2025-12-23
XI-IATI-EC_INTPA-2021-PCC-421490,planned_start,2021-01-28
XI-IATI-EC_INTPA-2021-PCC-421490,actual_start,2021-02-01
XI-IATI-EC_INTPA-2021-PCC-421490,planned_end,2024-11-21
XI-IATI-EC_INTPA-2021-PCC-421490,actual_end,2024-11-21
XI-IATI-EC_INTPA-2021-PC-4857,planned_start,2021-06-25
XI-IATI-EC_INTPA-2021-PC-4857,actual_start,2021-06-25
XI-IATI-EC_INTPA-2021-PC-4857,planned_end,2023-11-12
XI-IATI-EC_INTPA-2021-PC-4857,actual_end,2023-11-12
XI-IATI-EC_INTPA-2019-ACT-D-38918-00,planned_start,2020-11-20
XI-IATI-EC_INTPA-2019-ACT-D-38918-00,actual_start,2020-11-20
XI-IATI-EC_INTPA-2019-ACT-D-38918-00,planned_end,2027-11-19
XI-IATI-EC_INTPA-2023-PC-27905,planned_start,2023-05-16
XI-IATI-EC_INTPA-2023-PC-27905,actual_start,2023-05-16
XI-IATI-EC_INTPA-2023-PC-27905,planned_end,2027-05-16
XI-IATI-EC_INTPA-2021-PCC-425265,planned_end,2024-11-21
XI-IATI-EC_INTPA-2021-PCC-425265,planned_start,2021-06-25
XI-IATI-EC_INTPA-2021-PCC-425265,actual_start,2021-06-29
XI-IATI-EC_INTPA-2021-PCC-425265,actual_end,2024-11-21
XI-IATI-EC_INTPA-2020-PCC-420650,planned_start,2020-11-27
XI-IATI-EC_INTPA-2023-ACT-61862,planned_start,2023-08-01
XI-IATI-EC_INTPA-2023-ACT-61862,actual_start,2023-08-01
XI-IATI-EC_INTPA-2023-ACT-61862,planned_end,2028-11-18
XI-IATI-EC_INTPA-2020-PCC-420650,actual_start,2020-12-23
XI-IATI-EC_INTPA-2020-PCC-420650,planned_end,2024-12-23
XI-IATI-EC_INTPA-2020-PCC-420650,actual_end,2024-12-23
XI-IATI-EC_INTPA-2021-ACT-63055,planned_start,2026-02-20
XI-IATI-EC_INTPA-2021-ACT-63055,planned_end,2034-02-20
XI-IATI-EC_INTPA-2022-ACT-61240,planned_start,2022-11-30
XI-IATI-EC_INTPA-2022-ACT-61240,actual_start,2022-11-30
XI-IATI-EC_INTPA-2022-ACT-61240,planned_end,2030-10-25
XI-IATI-EC_INTPA-2020-PCC-416008,planned_start,2020-05-28
XI-IATI-EC_INTPA-2020-PCC-416008,actual_start,2020-09-29
XI-IATI-EC_INTPA-2020-PCC-416008,planned_end,2023-03-01
XI-IATI-EC_INTPA-2020-PCC-416008,actual_end,2023-03-01
XI-IATI-EC_INTPA-2021-ACT-61090,planned_start,2021-12-16
XI-IATI-EC_INTPA-2021-ACT-61090,actual_start,2021-12-16
XI-IATI-EC_INTPA-2021-ACT-61090,planned_end,2030-10-06
XI-IATI-EC_INTPA-2016-ACT-D-38107-00,planned_start,2016-05-10
XI-IATI-EC_INTPA-2016-ACT-D-38107-00,actual_start,2016-05-10
XI-IATI-EC_INTPA-2016-ACT-D-38107-00,planned_end,2027-05-10
XI-IATI-EC_INTPA-2026-PC-53819,planned_start,2026-02-17
XI-IATI-EC_INTPA-2026-PC-53819,actual_start,2026-02-20
XI-IATI-EC_INTPA-2026-PC-53819,planned_end,2030-02-19
XI-IATI-EC_INTPA-2023-PC-32142,planned_start,2023-11-29
XI-IATI-EC_INTPA-2023-PC-32142,actual_start,2023-11-29
XI-IATI-EC_INTPA-2023-PC-32142,planned_end,2026-11-29
XI-IATI-EC_INTPA-2023-PC-30334,planned_start,2023-06-02
XI-IATI-EC_INTPA-2023-PC-30334,actual_start,2023-06-02
XI-IATI-EC_INTPA-2023-PC-30334,planned_end,2027-06-01
XI-IATI-EC_INTPA-2016-ACT-D-37486-02,planned_start,2016-06-23
XI-IATI-EC_INTPA-2016-ACT-D-37486-02,actual_start,2016-06-23
XI-IATI-EC_INTPA-2016-ACT-D-37486-02,planned_end,2027-06-23
XI-IATI-EC_INTPA-2023-PC-32172,planned_start,2023-11-18
XI-IATI-EC_INTPA-2023-PC-32172,actual_start,2023-11-18
XI-IATI-EC_INTPA-2023-PC-32172,planned_end,2026-11-18
XI-IATI-EC_INTPA-2022-PC-23195,actual_start,2023-01-01
XI-IATI-EC_INTPA-2022-PC-23195,planned_end,2028-01-01
XI-IATI-EC_INTPA-2022-PC-23195,planned_start,2022-12-15
XI-IATI-EC_INTPA-2021-ACT-62976,planned_start,2100-01-01
XI-IATI-EC_INTPA-2019-PCC-414050,actual_end,2025-06-16
XI-IATI-EC_INTPA-2019-PCC-414050,planned_start,2019-12-31
XI-IATI-EC_INTPA-2019-PCC-414050,actual_start,2020-02-03
XI-IATI-EC_INTPA-2019-PCC-414050,planned_end,2025-06-16
XI-IATI-EC_INTPA-2019-PCC-413820,planned_start,2019-12-30
XI-IATI-EC_INTPA-2019-PCC-413820,actual_start,2020-02-03
XI-IATI-EC_INTPA-2019-PCC-413820,planned_end,2024-12-05
XI-IATI-EC_INTPA-2019-PCC-413820,actual_end,2024-12-05
XI-IATI-EC_INTPA-2020-PCC-418161,planned_start,2020-09-28
XI-IATI-EC_INTPA-2020-PCC-418161,actual_start,2021-01-01
XI-IATI-EC_INTPA-2020-PCC-418161,planned_end,2025-02-01
XI-IATI-EC_INTPA-2020-PCC-418161,actual_end,2025-02-01
XI-IATI-EC_INTPA-2024-PC-27747,planned_start,2024-07-05
XI-IATI-EC_INTPA-2024-PC-27747,actual_start,2024-07-08
XI-IATI-EC_INTPA-2024-PC-27747,planned_end,2027-07-08
XI-IATI-EC_INTPA-2024-PC-46872,planned_start,2024-12-10
XI-IATI-EC_INTPA-2024-PC-46872,actual_start,2025-01-01
XI-IATI-EC_INTPA-2024-PC-46872,planned_end,2026-01-01
XI-IATI-EC_INTPA-2024-PC-46872,actual_end,2026-01-01
XI-IATI-EC_INTPA-2019-ACT-D-40807-00,planned_start,2019-06-15
XI-IATI-EC_INTPA-2019-ACT-D-40807-00,actual_start,2019-06-15
XI-IATI-EC_INTPA-2019-ACT-D-40807-00,planned_end,2026-06-15
XI-IATI-EC_INTPA-2021-ACT-61065,planned_start,2021-12-16
XI-IATI-EC_INTPA-2021-ACT-61065,actual_start,2021-12-16
XI-IATI-EC_INTPA-2021-ACT-61065,planned_end,2031-05-11
XI-IATI-EC_INTPA-2016-ACT-D-39310-00,planned_start,2016-12-09
XI-IATI-EC_INTPA-2016-ACT-D-39310-00,actual_start,2016-12-09
XI-IATI-EC_INTPA-2016-ACT-D-39310-00,planned_end,2025-12-09
XI-IATI-EC_INTPA-2022-PC-16482,planned_start,2022-06-07
XI-IATI-EC_INTPA-2022-PC-16482,actual_start,2022-06-07
XI-IATI-EC_INTPA-2022-PC-16482,planned_end,2024-12-30
XI-IATI-EC_INTPA-2022-PC-16482,actual_end,2024-12-30
XI-IATI-EC_INTPA-2023-PC-27513,planned_start,2023-12-27
XI-IATI-EC_INTPA-2023-PC-27513,actual_start,2023-12-27
XI-IATI-EC_INTPA-2023-PC-27513,planned_end,2024-10-25
XI-IATI-EC_INTPA-2023-PC-27513,actual_end,2024-10-25
XI-IATI-EC_INTPA-2022-PC-19819,planned_start,2022-11-22
XI-IATI-EC_INTPA-2022-PC-19819,actual_start,2022-11-22
XI-IATI-EC_INTPA-2022-PC-19819,planned_end,2028-11-22
XI-IATI-EC_INTPA-2018-PCC-397046,planned_start,2018-05-16
XI-IATI-EC_INTPA-2018-PCC-397046,actual_start,2018-06-01
XI-IATI-EC_INTPA-2018-PCC-397046,planned_end,2021-06-01
XI-IATI-EC_INTPA-2017-ACT-D-40134-00,planned_start,2018-04-06
XI-IATI-EC_INTPA-2017-ACT-D-40134-00,actual_start,2018-04-06
XI-IATI-EC_INTPA-2017-ACT-D-40134-00,planned_end,2030-04-05
XI-IATI-EC_INTPA-2018-PCC-397046,actual_end,2021-06-01
XI-IATI-EC_INTPA-2017-PCC-385290,planned_start,2017-07-27
XI-IATI-EC_INTPA-2017-PCC-385290,actual_start,2017-08-08
XI-IATI-EC_INTPA-2017-PCC-385290,planned_end,2025-03-02
XI-IATI-EC_INTPA-2017-PCC-385290,actual_end,2025-03-02
XI-IATI-EC_INTPA-2018-PCC-404429,planned_start,2018-12-28
XI-IATI-EC_INTPA-2018-PCC-404429,actual_start,2019-01-01
XI-IATI-EC_INTPA-2018-PCC-404429,planned_end,2022-09-01
XI-IATI-EC_INTPA-2018-PCC-404429,actual_end,2022-09-01
XI-IATI-EC_INTPA-2025-PC-59817,planned_start,2025-07-01
XI-IATI-EC_INTPA-2025-PC-59817,actual_start,2025-07-01
XI-IATI-EC_INTPA-2025-PC-59817,planned_end,2028-06-30
XI-IATI-EC_INTPA-2023-PC-24360,planned_start,2023-01-25
XI-IATI-EC_INTPA-2023-PC-24360,actual_start,2023-01-25
XI-IATI-EC_INTPA-2023-PC-24360,planned_end,2028-01-26
XI-IATI-EC_INTPA-2023-ACT-61233,planned_start,2023-12-18
XI-IATI-EC_INTPA-2023-ACT-61233,actual_start,2023-12-18
XI-IATI-EC_INTPA-2023-ACT-61233,planned_end,2031-11-25
XI-IATI-EC_INTPA-2025-PC-36473,planned_start,2025-07-06
XI-IATI-EC_INTPA-2025-PC-36473,actual_start,2025-07-06
XI-IATI-EC_INTPA-2025-PC-36473,planned_end,2029-01-05
XI-IATI-EC_INTPA-2024-PC-36429,planned_start,2024-11-25
XI-IATI-EC_INTPA-2024-PC-36429,actual_start,2024-11-25
XI-IATI-EC_INTPA-2024-PC-36429,planned_end,2028-11-25
XI-IATI-EC_INTPA-2021-PCC-429309,planned_start,2021-12-06
XI-IATI-EC_INTPA-2021-PCC-429309,actual_start,2021-12-09
XI-IATI-EC_INTPA-2021-PCC-429309,planned_end,2023-12-09
XI-IATI-EC_INTPA-2021-PCC-429309,actual_end,2023-12-09
XI-IATI-EC_INTPA-2023-PC-30817,planned_start,2023-08-03
XI-IATI-EC_INTPA-2023-PC-30817,actual_start,2023-09-15
XI-IATI-EC_INTPA-2023-PC-30817,planned_end,2025-06-14
XI-IATI-EC_INTPA-2023-PC-30817,actual_end,2025-06-14
XI-IATI-EC_INTPA-2024-PC-44598,planned_start,2024-10-14
XI-IATI-EC_INTPA-2024-PC-44598,actual_start,2024-10-14
XI-IATI-EC_INTPA-2024-PC-44598,planned_end,2026-10-13
XI-IATI-EC_INTPA-2023-PC-26198,planned_start,2023-04-28
XI-IATI-EC_INTPA-2023-PC-26198,actual_start,2023-05-01
XI-IATI-EC_INTPA-2023-PC-26198,planned_end,2027-04-30
XI-IATI-EC_INTPA-2016-ACT-D-38540-01,planned_start,2016-10-31
XI-IATI-EC_INTPA-2016-ACT-D-38540-01,actual_start,2016-10-31
XI-IATI-EC_INTPA-2016-ACT-D-38540-01,planned_end,2023-10-31
XI-IATI-EC_INTPA-2023-PC-26026,planned_start,2023-08-07
XI-IATI-EC_INTPA-2023-PC-26026,actual_start,2023-08-07
XI-IATI-EC_INTPA-2023-PC-26026,planned_end,2026-03-06
XI-IATI-EC_INTPA-2023-PC-26026,actual_end,2026-03-06
XI-IATI-EC_INTPA-2021-ACT-61121,planned_start,2021-12-16
XI-IATI-EC_INTPA-2021-ACT-61121,actual_start,2021-12-16
XI-IATI-EC_INTPA-2021-ACT-61121,planned_end,2032-12-31
XI-IATI-EC_INTPA-2023-PC-26483,planned_start,2023-04-27
XI-IATI-EC_INTPA-2023-PC-26483,actual_start,2023-05-01
XI-IATI-EC_INTPA-2023-PC-26483,planned_end,2025-05-01
XI-IATI-EC_INTPA-2023-PC-26483,actual_end,2025-05-01
XI-IATI-EC_INTPA-2023-ACT-61294,planned_start,2023-07-26
XI-IATI-EC_INTPA-2023-ACT-61294,actual_start,2023-07-26
XI-IATI-EC_INTPA-2023-ACT-61294,planned_end,2033-10-19
XI-IATI-EC_INTPA-2020-ACT-D-41754-00,planned_start,2020-02-27
XI-IATI-EC_INTPA-2020-ACT-D-41754-00,actual_start,2020-02-27
XI-IATI-EC_INTPA-2020-ACT-D-41754-00,planned_end,2028-10-27
XI-IATI-EC_INTPA-2022-ACT-61496,planned_start,2022-12-19
XI-IATI-EC_INTPA-2022-ACT-61496,actual_start,2022-12-19
XI-IATI-EC_INTPA-2022-ACT-61496,planned_end,2030-04-25
XI-IATI-EC_INTPA-2022-PC-22890,planned_start,2022-12-01
XI-IATI-EC_INTPA-2022-PC-22890,actual_start,2022-12-02
XI-IATI-EC_INTPA-2022-PC-22890,planned_end,2024-12-02
XI-IATI-EC_INTPA-2022-PC-22890,actual_end,2024-12-02
XI-IATI-EC_INTPA-2018-ACT-D-40929-00,planned_start,2018-12-17
XI-IATI-EC_INTPA-2018-ACT-D-40929-00,actual_start,2018-12-17
XI-IATI-EC_INTPA-2018-ACT-D-40929-00,planned_end,2026-12-17
XI-IATI-EC_INTPA-2020-PCC-419898,planned_start,2020-12-01
XI-IATI-EC_INTPA-2020-PCC-419898,actual_start,2020-12-17
XI-IATI-EC_INTPA-2020-PCC-419898,planned_end,2026-02-27
XI-IATI-EC_INTPA-2020-PCC-419898,actual_end,2026-02-27
XI-IATI-EC_INTPA-2024-PC-37034,planned_start,2024-07-16
XI-IATI-EC_INTPA-2024-PC-37034,actual_start,2024-07-16
XI-IATI-EC_INTPA-2024-PC-37034,planned_end,2026-07-16
XI-IATI-EC_INTPA-2024-PC-37034,actual_end,2026-07-16
XI-IATI-EC_INTPA-2023-PC-26203,actual_end,2025-09-08
XI-IATI-EC_INTPA-2023-PC-26203,planned_start,2023-09-08
XI-IATI-EC_INTPA-2023-PC-26203,actual_start,2023-09-08
XI-IATI-EC_INTPA-2023-PC-26203,planned_end,2025-09-08
XI-IATI-EC_INTPA-2023-PC-31561,planned_start,2023-09-08
XI-IATI-EC_INTPA-2023-PC-31561,actual_start,2023-09-08
XI-IATI-EC_INTPA-2023-PC-31561,planned_end,2026-09-08
XI-IATI-EC_INTPA-2023-PC-34444,planned_start,2023-12-22
XI-IATI-EC_INTPA-2023-PC-34444,actual_start,2024-01-01
XI-IATI-EC_INTPA-2023-PC-34444,planned_end,2027-01-01
XI-IATI-EC_INTPA-2023-PC-26647,planned_start,2023-12-21
XI-IATI-EC_INTPA-2023-PC-26647,actual_start,2024-02-01
XI-IATI-EC_INTPA-2023-PC-26647,planned_end,2027-02-01
XI-IATI-EC_INTPA-2023-PC-26380,planned_start,2023-10-19
XI-IATI-EC_INTPA-2023-PC-26380,actual_start,2023-10-19
XI-IATI-EC_INTPA-2023-PC-26380,planned_end,2027-10-19
XI-IATI-EC_INTPA-2023-ACT-61325,planned_start,2023-03-03
XI-IATI-EC_INTPA-2023-ACT-61325,actual_start,2023-03-03
XI-IATI-EC_INTPA-2023-ACT-61325,planned_end,2028-06-30
XI-IATI-EC_INTPA-2025-PC-72129,planned_start,2025-12-19
XI-IATI-EC_INTPA-2025-PC-72129,actual_start,2026-07-01
XI-IATI-EC_INTPA-2025-PC-72129,planned_end,2029-06-30
XI-IATI-EC_INTPA-2023-PC-29463,planned_start,2023-06-16
XI-IATI-EC_INTPA-2023-PC-29463,actual_start,2023-06-16
XI-IATI-EC_INTPA-2023-PC-29463,planned_end,2023-11-16
XI-IATI-EC_INTPA-2023-PC-29463,actual_end,2023-11-16
XI-IATI-EC_INTPA-2023-PC-30645,planned_start,2023-12-12
XI-IATI-EC_INTPA-2023-PC-30645,actual_start,2023-12-12
XI-IATI-EC_INTPA-2023-PC-30645,planned_end,2024-09-12
XI-IATI-EC_INTPA-2023-PC-30645,actual_end,2024-09-12
XI-IATI-EC_INTPA-2023-PC-25850,planned_start,2023-04-05
XI-IATI-EC_INTPA-2023-PC-25850,actual_start,2023-04-05
XI-IATI-EC_INTPA-2023-PC-25850,planned_end,2027-04-05
XI-IATI-EC_INTPA-2022-PC-15602,planned_start,2022-04-08
XI-IATI-EC_INTPA-2022-PC-15602,actual_start,2022-04-08
XI-IATI-EC_INTPA-2022-PC-15602,planned_end,2026-04-08
XI-IATI-EC_INTPA-2022-PC-15602,actual_end,2026-04-08
XI-IATI-EC_INTPA-2021-PCC-429957,planned_start,2021-12-14
XI-IATI-EC_INTPA-2021-PCC-429957,actual_start,2022-02-01
XI-IATI-EC_INTPA-2021-PCC-429957,planned_end,2025-12-01
XI-IATI-EC_INTPA-2021-PCC-429957,actual_end,2025-12-01
